zip_merge,total_pop,white,black,asian,latino
ZCTA5 02669,80,80,0,0,0
ZCTA5 02670,1233,1156,10,33,11
ZCTA5 02671,1103,1103,0,0,0
ZCTA5 02672,109,36,0,0,0
ZCTA5 02673,8793,7927,262,0,415
ZCTA5 02675,6190,5763,48,87,52
ZCTA5 02702,4090,3886,129,0,1
ZCTA5 02703,43459,36188,1474,2179,2678
ZCTA5 02713,145,145,0,0,0
ZCTA5 02715,2747,2675,0,9,63
ZCTA5 02717,4738,4572,9,0,84
ZCTA5 02718,6919,6228,317,0,273
ZCTA5 02719,15915,15293,65,71,156
ZCTA5 02720,31341,28273,811,649,851
ZCTA5 02721,25660,20957,475,584,2838
ZCTA5 02723,14753,11818,417,490,1239
ZCTA5 02724,16882,14200,570,451,1136
ZCTA5 02725,2779,2588,0,33,93
ZCTA5 02726,15393,14614,220,116,150
ZCTA5 02738,4926,4507,0,103,39
ZCTA5 02739,6073,5998,39,0,24
ZCTA5 02740,43505,28928,3728,450,5767
ZCTA5 02743,10310,9596,13,47,360
ZCTA5 02744,11892,7773,1004,200,2559
ZCTA5 02745,25039,21741,688,264,1483
ZCTA5 02746,14451,7711,1430,81,4500
ZCTA5 02747,20903,18985,343,492,593
ZCTA5 02748,12974,12280,94,271,39
ZCTA5 02760,26666,24884,277,788,461
ZCTA5 02762,8176,7682,63,171,104
ZCTA5 02763,1927,1890,2,0,13
ZCTA5 02764,4256,4003,0,0,214
ZCTA5 02766,18970,17490,716,326,156
ZCTA5 02767,13383,12274,258,196,322
ZCTA5 02769,11470,11125,27,117,110
ZCTA5 02770,5135,4725,121,106,1
ZCTA5 02771,13700,12879,246,224,294
ZCTA5 02777,15886,15235,42,169,154
ZCTA5 02779,6336,5935,40,10,266
ZCTA5 02780,48836,40617,2395,533,3467
ZCTA5 02790,15941,15395,152,120,29
ZCTA5 02791,29,29,0,0,0
ZCTA5 02802,460,460,0,0,0
ZCTA5 02804,2761,2630,0,51,80
ZCTA5 02806,16415,14921,138,440,459
ZCTA5 02807,953,924,5,0,24
ZCTA5 02808,2704,2316,140,19,128
ZCTA5 02809,23116,22241,19,321,304
ZCTA5 02812,1829,1749,0,54,10
ZCTA5 02813,7854,7455,17,16,132
ZCTA5 02814,7467,7287,13,0,33
ZCTA5 02815,283,212,0,0,9
ZCTA5 02816,32825,31415,35,167,827
ZCTA5 02817,6028,5794,53,50,70
ZCTA5 02818,18296,16997,307,473,342
ZCTA5 02822,6227,5758,28,100,262
ZCTA5 02825,5377,5000,100,0,113
ZCTA5 02826,387,352,0,0,35
ZCTA5 02827,2082,2030,1,51,0
ZCTA5 02828,7488,7105,118,43,145
ZCTA5 02830,6974,6699,36,9,152
ZCTA5 02831,3340,3264,0,0,76
ZCTA5 02832,5166,4671,143,43,158
ZCTA5 02833,467,445,0,0,22
ZCTA5 02835,5418,4919,222,14,133
ZCTA5 02836,61,61,0,0,0
ZCTA5 02837,3502,3419,0,0,30
ZCTA5 02838,3713,3146,223,41,274
ZCTA5 02839,1999,1963,0,0,36
ZCTA5 02840,23652,19588,1622,194,1635
ZCTA5 02841,969,709,53,47,87
ZCTA5 02842,16200,13043,900,718,1110
ZCTA5 02852,22706,21161,330,484,410
ZCTA5 02857,8256,8114,1,10,7
ZCTA5 02858,526,526,0,0,0
ZCTA5 02859,6246,5777,22,133,151
ZCTA5 02860,44005,21237,8956,841,9539
ZCTA5 02861,27555,20533,2039,596,3222
ZCTA5 02863,19360,5689,1447,36,11671
ZCTA5 02864,33085,30826,241,847,729
ZCTA5 02865,17119,15778,388,420,260
ZCTA5 02871,17239,16180,217,169,214
ZCTA5 02872,79,79,0,0,0
ZCTA5 02873,105,105,0,0,0
ZCTA5 02874,5838,5598,13,28,116
ZCTA5 02875,366,366,0,0,0
ZCTA5 02876,81,81,0,0,0
ZCTA5 02878,15706,15092,48,55,258
ZCTA5 02879,21009,19526,303,349,253
ZCTA5 02881,7258,5736,370,485,464
ZCTA5 02882,14397,13801,67,49,330
ZCTA5 02885,10733,10250,11,0,281
ZCTA5 02886,29449,26683,230,1011,805
ZCTA5 02888,19718,17228,547,449,1160
ZCTA5 02889,28676,26846,540,492,396
ZCTA5 02891,20997,19179,128,460,591
ZCTA5 02892,4390,3980,0,163,48
ZCTA5 02893,29446,25768,746,984,1597
ZCTA5 02894,303,303,0,0,0
ZCTA5 02895,41476,31941,1454,2298,4740
ZCTA5 02896,11771,11295,46,142,106
ZCTA5 02898,1546,1518,0,0,12
ZCTA5 02903,10011,6170,674,1143,1502
ZCTA5 02904,29446,19599,4138,563,4403
ZCTA5 02905,25685,9999,4183,1182,9060
ZCTA5 02906,28673,21550,1478,2479,1679
ZCTA5 02907,28081,3600,3881,2166,17507
ZCTA5 02908,38895,17323,5948,1178,12954
ZCTA5 02909,41014,9176,4490,2832,23124
ZCTA5 02910,21167,15865,854,1672,2130
ZCTA5 02911,15757,12664,1118,450,1319
ZCTA5 02912,2014,1408,212,163,158
ZCTA5 02914,22154,16620,1749,452,1288
ZCTA5 02915,16506,14382,433,348,668
ZCTA5 02916,8605,7862,347,0,178
ZCTA5 02917,13965,12439,226,419,693
ZCTA5 02919,28832,25108,435,1073,1568
ZCTA5 02920,37908,28231,1880,1239,5210
ZCTA5 02921,11792,10972,73,385,329
ZCTA5 03031,11198,10284,0,213,435
ZCTA5 03032,4958,4671,11,20,119
ZCTA5 03033,4930,4750,0,19,95
ZCTA5 03034,3985,3835,0,0,63
ZCTA5 03036,4684,4404,3,0,228
ZCTA5 03037,4200,4150,6,6,38
ZCTA5 03038,33689,31450,383,658,740
ZCTA5 03042,6261,6023,51,105,10
ZCTA5 03043,1606,1568,2,8,26
ZCTA5 03044,4232,3939,75,0,147
ZCTA5 03045,13704,13022,239,13,353
ZCTA5 03046,2727,2618,0,19,15
ZCTA5 03047,1493,1414,1,4,19
ZCTA5 03048,3656,3429,42,34,46
ZCTA5 03049,7653,7037,5,166,415
ZCTA5 03051,24394,22103,336,814,922
ZCTA5 03052,8216,7943,99,61,0
ZCTA5 03053,23909,22601,103,525,399
ZCTA5 03054,25559,24026,149,501,628
ZCTA5 03055,15009,14124,53,329,355
ZCTA5 03057,2467,2398,2,20,29
ZCTA5 03060,28182,21428,692,1417,3869
ZCTA5 03062,28026,22879,475,2823,1098
ZCTA5 03063,15871,13130,108,1285,1008
ZCTA5 03064,14784,12147,259,492,1593
ZCTA5 03070,5228,5022,18,29,33
ZCTA5 03071,5039,4939,0,0,0
ZCTA5 03076,12742,12176,58,104,202
ZCTA5 03077,10158,9530,26,77,357
ZCTA5 03079,28893,25332,235,802,1793
ZCTA5 03082,1459,1406,0,4,24
ZCTA5 03084,1399,1308,0,9,75
ZCTA5 03086,3814,3735,0,25,30
ZCTA5 03087,13378,12459,46,464,263
ZCTA5 03101,2835,2062,172,89,437
ZCTA5 03102,31707,27614,1021,806,1498
ZCTA5 03103,36649,28015,2253,1138,4392
ZCTA5 03104,32309,27358,1007,1291,2094
ZCTA5 03106,13317,12329,190,322,387
ZCTA5 03109,10251,9194,78,601,177
ZCTA5 03110,20980,19395,403,548,380
ZCTA5 03215,428,428,0,0,0
ZCTA5 03216,2021,1968,0,0,15
ZCTA5 03217,1507,1457,0,21,7
ZCTA5 03218,760,760,0,0,0
ZCTA5 03220,7364,6861,166,59,190
ZCTA5 03221,1910,1816,0,49,8
ZCTA5 03222,5673,5479,18,54,58
ZCTA5 03223,3385,3324,4,7,0
ZCTA5 03224,2458,2371,4,10,73
ZCTA5 03225,3834,3676,0,0,42
ZCTA5 03226,960,888,0,24,26
ZCTA5 03227,1054,1023,10,6,15
ZCTA5 03229,5622,5465,0,60,19
ZCTA5 03230,1178,1143,0,0,0
ZCTA5 03231,401,372,0,0,0
ZCTA5 03233,167,162,0,0,5
ZCTA5 03234,4555,4521,0,0,3
ZCTA5 03235,8675,8241,116,184,48
ZCTA5 03237,2601,2389,0,72,0
ZCTA5 03238,62,62,0,0,0
ZCTA5 03240,1325,1276,0,2,13
ZCTA5 03241,739,724,0,8,4
ZCTA5 03242,4837,4711,43,16,41
ZCTA5 03243,1270,1243,0,0,3
ZCTA5 03244,8117,7719,17,49,86
ZCTA5 03245,1600,1589,0,0,11
ZCTA5 03246,16126,15243,50,206,310
ZCTA5 03249,7157,6947,24,24,50
ZCTA5 03251,1261,1176,0,54,19
ZCTA5 03253,6260,6155,18,49,38
ZCTA5 03254,4131,3900,0,0,75
ZCTA5 03255,2092,2017,0,0,22
ZCTA5 03256,2283,2225,0,10,7
ZCTA5 03257,4367,4212,28,15,27
ZCTA5 03258,2524,2451,0,9,13
ZCTA5 03259,318,311,0,0,7
ZCTA5 03260,748,669,0,29,0
ZCTA5 03261,4208,4087,0,0,27
ZCTA5 03262,1301,1278,0,20,0
ZCTA5 03263,4128,3988,1,76,36
ZCTA5 03264,7378,6709,58,90,272
ZCTA5 03266,2277,2180,2,21,21
ZCTA5 03268,1205,1146,5,0,6
ZCTA5 03269,2939,2848,0,0,73
ZCTA5 03273,275,249,2,4,2
ZCTA5 03275,11585,10628,12,221,507
ZCTA5 03276,8410,7906,11,265,64
ZCTA5 03278,3012,2925,0,0,41
ZCTA5 03279,679,678,0,0,1
ZCTA5 03280,1116,1076,0,0,13
ZCTA5 03281,8711,8392,54,0,218
ZCTA5 03282,999,951,0,9,7
ZCTA5 03284,866,866,0,0,0
ZCTA5 03285,2512,2426,18,16,21
ZCTA5 03287,1310,1245,0,26,13
ZCTA5 03290,4636,4435,11,28,73
ZCTA5 03291,50,50,0,0,0
ZCTA5 03293,79,79,0,0,0
ZCTA5 03301,33116,30444,714,788,674
ZCTA5 03303,15523,14599,290,48,312
ZCTA5 03304,7559,7412,0,76,46
ZCTA5 03307,5281,5119,8,0,26
ZCTA5 03431,25466,24010,199,518,500
ZCTA5 03440,2623,2563,15,0,16
ZCTA5 03441,384,384,0,0,0
ZCTA5 03442,1347,1330,8,0,3
ZCTA5 03443,939,869,0,0,58
ZCTA5 03444,1665,1606,4,12,14
ZCTA5 03445,749,731,0,2,16
ZCTA5 03446,6246,6051,0,61,98
ZCTA5 03447,2389,2251,16,10,0
ZCTA5 03448,588,558,0,11,9
ZCTA5 03449,1703,1644,7,3,31
ZCTA5 03450,857,826,6,9,11
ZCTA5 03451,4081,3908,14,20,84
ZCTA5 03452,5498,5370,1,11,18
ZCTA5 03455,2077,2046,22,3,0
ZCTA5 03456,990,988,0,0,0
ZCTA5 03457,895,869,0,0,21
ZCTA5 03458,6654,6311,28,139,58
ZCTA5 03461,5991,5649,103,53,94
ZCTA5 03462,1596,1564,0,16,0
ZCTA5 03464,1000,949,0,4,21
ZCTA5 03465,1974,1908,14,0,11
ZCTA5 03466,1115,1093,0,0,0
ZCTA5 03467,2045,1979,1,19,33
ZCTA5 03470,5086,4910,6,29,36
ZCTA5 03561,5968,5603,0,181,124
ZCTA5 03570,10126,9671,88,47,162
ZCTA5 03574,2502,2322,0,0,35
ZCTA5 03575,73,73,0,0,0
ZCTA5 03576,3205,3117,0,44,0
ZCTA5 03579,457,405,0,0,35
ZCTA5 03580,1499,1446,6,0,13
ZCTA5 03581,3263,3183,1,1,30
ZCTA5 03582,2795,2740,0,0,0
ZCTA5 03583,865,851,0,5,6
ZCTA5 03584,3638,3560,18,0,1
ZCTA5 03585,2599,2496,0,6,21
ZCTA5 03586,629,626,0,0,3
ZCTA5 03588,1750,1685,0,0,23
ZCTA5 03590,1175,1141,30,0,0
ZCTA5 03592,1266,1212,4,0,45
ZCTA5 03593,460,416,0,7,26
ZCTA5 03595,578,553,0,15,10
ZCTA5 03597,505,493,12,0,0
ZCTA5 03598,3152,2977,31,0,68
ZCTA5 03601,490,484,0,0,0
ZCTA5 03602,2570,2488,4,20,44
ZCTA5 03603,5486,5316,48,28,41
ZCTA5 03604,250,250,0,0,0
ZCTA5 03605,1144,1120,0,3,21
ZCTA5 03607,261,248,0,9,0
ZCTA5 03608,2227,2056,0,141,0
ZCTA5 03609,1267,1115,0,0,107
ZCTA5 03740,733,715,0,0,7
ZCTA5 03741,4213,4140,0,4,2
ZCTA5 03743,14200,13853,81,55,125
ZCTA5 03745,1520,1412,0,0,0
ZCTA5 03746,175,162,0,0,6
ZCTA5 03748,4625,4402,53,36,44
ZCTA5 03750,883,816,0,40,0
ZCTA5 03751,593,562,0,0,9
ZCTA5 03752,816,751,7,0,0
ZCTA5 03753,2914,2834,11,33,24
ZCTA5 03754,41,41,0,0,0
ZCTA5 03755,10395,8616,243,982,339
ZCTA5 03765,576,565,0,0,0
ZCTA5 03766,9310,7820,334,502,459
ZCTA5 03768,1950,1834,5,34,40
ZCTA5 03770,445,343,0,12,44
ZCTA5 03771,918,892,6,0,0
ZCTA5 03773,7833,7535,0,44,94
ZCTA5 03774,1415,1358,0,0,10
ZCTA5 03777,1332,1305,0,5,0
ZCTA5 03779,864,852,2,0,0
ZCTA5 03780,365,356,0,5,4
ZCTA5 03781,2083,2002,0,8,37
ZCTA5 03782,2944,2761,0,27,60
ZCTA5 03784,3893,3401,9,372,97
ZCTA5 03785,2909,2857,12,2,11
ZCTA5 03801,21598,19619,448,773,484
ZCTA5 03809,3566,3470,0,60,8
ZCTA5 03810,1648,1583,0,40,0
ZCTA5 03811,6739,6479,87,0,98
ZCTA5 03812,690,690,0,0,0
ZCTA5 03813,3490,3341,0,44,54
ZCTA5 03814,2234,2205,0,0,0
ZCTA5 03816,1450,1440,0,0,0
ZCTA5 03817,786,759,0,0,0
ZCTA5 03818,3848,3765,0,0,60
ZCTA5 03819,4379,4378,0,0,1
ZCTA5 03820,29907,27524,211,1134,374
ZCTA5 03823,1927,1560,6,272,35
ZCTA5 03824,14508,13068,79,609,335
ZCTA5 03825,8445,7967,130,29,223
ZCTA5 03826,2660,2602,0,10,48
ZCTA5 03827,3051,2935,4,58,6
ZCTA5 03830,1235,1235,0,0,0
ZCTA5 03832,413,405,0,8,0
ZCTA5 03833,20823,19966,133,276,251
ZCTA5 03835,6726,6410,0,171,8
ZCTA5 03836,1077,1067,0,0,0
ZCTA5 03837,1138,1130,0,0,8
ZCTA5 03838,1166,1166,0,0,0
ZCTA5 03839,3795,3562,38,0,8
ZCTA5 03840,3533,3404,5,91,33
ZCTA5 03841,6199,6058,13,45,14
ZCTA5 03842,15260,14638,31,233,202
ZCTA5 03844,2247,2078,13,50,4
ZCTA5 03845,990,990,0,0,0
ZCTA5 03846,874,816,0,41,0
ZCTA5 03847,185,185,0,0,0
ZCTA5 03848,6034,5963,0,43,0
ZCTA5 03849,1307,1280,10,0,17
ZCTA5 03850,276,276,0,0,0
ZCTA5 03851,3914,3874,0,0,13
ZCTA5 03852,646,589,0,0,0
ZCTA5 03853,868,866,2,0,0
ZCTA5 03854,941,924,0,15,2
ZCTA5 03855,2614,2604,10,0,0
ZCTA5 03856,1862,1798,0,16,32
ZCTA5 03857,8986,8144,105,323,148
ZCTA5 03858,4596,4378,0,33,185
ZCTA5 03860,4111,4044,3,0,64
ZCTA5 03861,4337,4077,1,189,63
ZCTA5 03862,4316,4198,18,23,68
ZCTA5 03864,1845,1761,2,0,2
ZCTA5 03865,7667,7362,80,53,136
ZCTA5 03867,20295,19095,238,172,554
ZCTA5 03868,5827,5630,0,22,28
ZCTA5 03869,2522,2350,21,10,54
ZCTA5 03870,5282,5190,0,0,27
ZCTA5 03871,39,39,0,0,0
ZCTA5 03872,3834,3545,0,0,124
ZCTA5 03873,5625,5506,6,0,11
ZCTA5 03874,8876,8406,0,217,154
ZCTA5 03875,919,896,0,0,0
ZCTA5 03878,11859,10404,205,323,420
ZCTA5 03882,1461,1426,9,10,8
ZCTA5 03883,88,88,0,0,0
ZCTA5 03884,3944,3798,0,0,80
ZCTA5 03885,7208,6951,0,10,46
ZCTA5 03886,1970,1911,17,0,0
ZCTA5 03887,2175,2102,9,0,39
ZCTA5 03890,283,283,0,0,0
ZCTA5 03894,6302,6048,0,107,84
ZCTA5 03901,7218,6807,60,37,128
ZCTA5 03902,1962,1962,0,0,0
ZCTA5 03903,6219,6026,31,44,43
ZCTA5 03904,8054,7398,148,241,137
ZCTA5 03905,1519,1466,0,7,34
ZCTA5 03906,4568,4424,48,14,60
ZCTA5 03907,1174,1128,0,2,44
ZCTA5 03908,7219,7126,6,0,20
ZCTA5 03909,10342,9939,1,61,341
ZCTA5 03910,136,136,0,0,0
ZCTA5 03911,222,222,0,0,0
ZCTA5 04001,2237,2091,0,0,63
ZCTA5 04002,7335,7064,18,74,3
ZCTA5 04003,656,656,0,0,0
ZCTA5 04005,23525,22352,84,527,226
ZCTA5 04006,30,30,0,0,0
ZCTA5 04008,2716,2541,23,5,95
ZCTA5 04009,5179,5115,0,39,1
ZCTA5 04010,1358,1329,0,0,29
ZCTA5 04011,20457,18259,677,530,436
ZCTA5 04015,3707,3530,80,0,1
ZCTA5 04017,263,263,0,0,0
ZCTA5 04019,72,57,0,0,15
ZCTA5 04020,1546,1498,0,0,24
ZCTA5 04021,5933,5575,33,55,36
ZCTA5 04022,1053,971,29,5,3
ZCTA5 04024,622,615,0,3,0
ZCTA5 04027,5984,5948,20,0,8
ZCTA5 04029,1609,1547,8,8,7
ZCTA5 04030,2100,1923,36,7,14
ZCTA5 04032,7899,7817,4,18,36
ZCTA5 04037,3877,3725,24,0,50
ZCTA5 04038,16217,15527,30,146,276
ZCTA5 04039,7107,6733,111,64,51
ZCTA5 04040,3040,2868,40,0,39
ZCTA5 04041,1704,1592,13,11,0
ZCTA5 04042,4290,4248,0,0,28
ZCTA5 04043,10844,10650,19,91,0
ZCTA5 04046,7526,7252,25,30,51
ZCTA5 04047,1649,1609,0,25,6
ZCTA5 04048,2930,2847,40,18,0
ZCTA5 04049,3607,3569,16,4,18
ZCTA5 04050,329,313,0,4,4
ZCTA5 04051,1052,1032,0,0,9
ZCTA5 04055,3806,3737,31,0,14
ZCTA5 04056,128,96,0,0,0
ZCTA5 04057,9,9,0,0,0
ZCTA5 04061,3429,3323,0,22,23
ZCTA5 04062,16851,16045,328,63,123
ZCTA5 04063,259,215,0,0,29
ZCTA5 04064,8452,7985,125,65,114
ZCTA5 04066,344,344,0,0,0
ZCTA5 04068,1591,1502,0,54,24
ZCTA5 04069,1427,1366,0,8,15
ZCTA5 04071,5168,5070,0,57,0
ZCTA5 04072,18455,17484,112,137,263
ZCTA5 04073,16294,15127,146,300,389
ZCTA5 04074,18685,17329,160,660,238
ZCTA5 04076,2659,2600,0,31,9
ZCTA5 04079,3814,3728,0,64,0
ZCTA5 04083,4648,4270,0,125,195
ZCTA5 04084,8339,8320,3,4,8
ZCTA5 04085,1513,1513,0,0,0
ZCTA5 04086,8869,8443,7,125,38
ZCTA5 04087,2067,1974,0,56,11
ZCTA5 04088,2141,2135,0,0,0
ZCTA5 04090,9643,9447,2,95,10
ZCTA5 04091,904,895,0,0,0
ZCTA5 04092,17410,16346,626,23,346
ZCTA5 04093,8035,7529,64,56,190
ZCTA5 04095,1252,1235,0,9,0
ZCTA5 04096,8383,7932,0,67,305
ZCTA5 04097,3555,3442,0,0,56
ZCTA5 04101,17646,14002,1716,597,500
ZCTA5 04102,16629,14289,764,793,573
ZCTA5 04103,30857,26474,1323,1218,1150
ZCTA5 04105,11100,10610,55,131,120
ZCTA5 04106,25048,22889,637,835,362
ZCTA5 04107,9021,8473,147,234,141
ZCTA5 04108,919,831,31,29,28
ZCTA5 04109,117,115,0,0,2
ZCTA5 04110,1259,1139,0,57,48
ZCTA5 04210,23180,21558,539,218,314
ZCTA5 04216,515,515,0,0,0
ZCTA5 04217,3096,2943,146,0,0
ZCTA5 04219,1436,1345,0,0,36
ZCTA5 04220,2744,2651,0,0,24
ZCTA5 04221,1183,1134,0,3,0
ZCTA5 04222,3821,3717,2,0,38
ZCTA5 04224,2977,2969,0,0,0
ZCTA5 04226,146,146,0,0,0
ZCTA5 04227,38,38,0,0,0
ZCTA5 04228,19,19,0,0,0
ZCTA5 04231,171,161,0,0,1
ZCTA5 04234,105,105,0,0,0
ZCTA5 04236,4344,4201,0,35,8
ZCTA5 04237,154,154,0,0,0
ZCTA5 04238,1409,1388,0,0,7
ZCTA5 04239,4883,4762,0,0,10
ZCTA5 04240,36629,32720,1118,393,729
ZCTA5 04250,4055,3794,15,0,45
ZCTA5 04252,5010,4804,0,25,53
ZCTA5 04253,2162,2117,0,0,9
ZCTA5 04254,3181,2839,0,0,47
ZCTA5 04255,970,895,12,0,0
ZCTA5 04256,3060,2959,13,8,3
ZCTA5 04257,2727,2619,7,101,0
ZCTA5 04258,2583,2523,6,0,5
ZCTA5 04259,3129,3051,0,0,0
ZCTA5 04260,5489,5173,48,40,154
ZCTA5 04261,450,445,0,0,0
ZCTA5 04263,2066,1880,1,16,16
ZCTA5 04265,990,973,0,0,17
ZCTA5 04267,56,56,0,0,0
ZCTA5 04268,5019,4887,1,0,57
ZCTA5 04270,5890,5705,1,0,115
ZCTA5 04271,0,0,0,0,0
ZCTA5 04274,5346,4983,9,39,82
ZCTA5 04275,441,417,0,5,0
ZCTA5 04276,5955,5622,12,28,203
ZCTA5 04280,6645,6414,18,19,24
ZCTA5 04281,5177,5051,3,62,34
ZCTA5 04282,5684,5148,1,0,329
ZCTA5 04284,976,967,0,0,0
ZCTA5 04285,408,389,0,0,0
ZCTA5 04286,100,100,0,0,0
ZCTA5 04287,3216,3099,6,17,4
ZCTA5 04289,2062,1959,3,0,4
ZCTA5 04290,1553,1541,0,0,12
ZCTA5 04292,874,785,0,39,17
ZCTA5 04294,4094,3845,0,114,75
ZCTA5 04330,26080,24971,94,312,381
ZCTA5 04342,1872,1744,0,13,51
ZCTA5 04343,72,72,0,0,0
ZCTA5 04344,2871,2789,0,0,0
ZCTA5 04345,11628,11247,63,42,63
ZCTA5 04346,2061,2036,0,0,20
ZCTA5 04347,2570,2450,0,90,7
ZCTA5 04348,2977,2878,0,40,56
ZCTA5 04349,1158,1113,12,15,0
ZCTA5 04350,3574,3323,0,74,28
ZCTA5 04351,2582,2582,0,0,0
ZCTA5 04352,1429,1389,4,0,9
ZCTA5 04353,2411,2375,12,0,12
ZCTA5 04354,1517,1456,24,0,2
ZCTA5 04355,2584,2520,0,40,24
ZCTA5 04357,3426,3257,7,0,105
ZCTA5 04358,4221,4070,13,28,25
ZCTA5 04359,396,396,0,0,0
ZCTA5 04360,625,588,0,0,2
ZCTA5 04363,2546,2425,0,21,37
ZCTA5 04364,6059,5683,9,0,123
ZCTA5 04401,44907,42043,505,731,593
ZCTA5 04406,659,646,0,0,7
ZCTA5 04408,139,137,0,0,0
ZCTA5 04410,1057,988,7,3,43
ZCTA5 04411,1359,1351,0,0,0
ZCTA5 04412,9457,9171,47,26,27
ZCTA5 04413,186,186,0,0,0
ZCTA5 04414,1433,1393,1,0,3
ZCTA5 04415,138,128,0,0,0
ZCTA5 04416,5497,5284,0,21,87
ZCTA5 04417,392,360,0,0,29
ZCTA5 04418,1566,1455,11,4,0
ZCTA5 04419,2759,2714,0,14,0
ZCTA5 04421,1693,1650,0,23,0
ZCTA5 04422,1534,1430,18,9,30
ZCTA5 04424,909,892,0,0,2
ZCTA5 04426,4689,4478,0,75,20
ZCTA5 04427,2801,2647,0,0,37
ZCTA5 04428,3106,3068,7,0,6
ZCTA5 04429,4847,4604,60,12,52
ZCTA5 04430,1917,1911,0,0,0
ZCTA5 04431,66,66,0,0,0
ZCTA5 04434,1290,1169,54,4,5
ZCTA5 04435,1120,1013,3,0,101
ZCTA5 04438,1303,1290,0,10,0
ZCTA5 04441,2008,1963,0,1,1
ZCTA5 04442,71,71,0,0,0
ZCTA5 04443,2574,2457,8,6,48
ZCTA5 04444,8767,8445,24,28,109
ZCTA5 04448,1342,1317,9,0,0
ZCTA5 04449,1345,1304,0,0,23
ZCTA5 04450,1162,1128,0,14,2
ZCTA5 04451,261,259,0,2,0
ZCTA5 04453,725,699,0,0,4
ZCTA5 04454,73,64,0,0,0
ZCTA5 04455,1182,1124,26,0,17
ZCTA5 04456,2793,2754,0,0,0
ZCTA5 04457,5852,5785,0,0,1
ZCTA5 04459,1167,1082,0,0,85
ZCTA5 04460,1395,1375,0,0,0
ZCTA5 04461,3069,2865,40,21,0
ZCTA5 04462,4965,4876,0,35,29
ZCTA5 04463,2631,2533,0,15,43
ZCTA5 04464,648,634,0,0,3
ZCTA5 04468,9540,8205,38,179,274
ZCTA5 04469,2642,2445,58,32,11
ZCTA5 04471,497,484,5,5,2
ZCTA5 04472,1979,1927,0,7,41
ZCTA5 04473,7596,6973,72,241,122
ZCTA5 04474,3722,3684,0,0,28
ZCTA5 04475,515,491,5,0,3
ZCTA5 04476,1057,1056,0,1,0
ZCTA5 04478,316,303,0,0,0
ZCTA5 04479,1421,1378,0,13,23
ZCTA5 04481,542,530,0,0,2
ZCTA5 04485,326,326,0,0,0
ZCTA5 04487,813,813,0,0,0
ZCTA5 04488,1249,1230,0,3,0
ZCTA5 04489,207,207,0,0,0
ZCTA5 04490,264,256,0,0,0
ZCTA5 04491,129,129,0,0,0
ZCTA5 04492,136,130,0,0,0
ZCTA5 04493,1877,1790,0,0,15
ZCTA5 04495,389,387,0,0,0
ZCTA5 04496,3761,3701,4,2,0
ZCTA5 04497,396,384,0,0,0
ZCTA5 04530,11028,10372,237,83,235
ZCTA5 04535,576,565,7,0,0
ZCTA5 04537,2020,1982,0,0,38
ZCTA5 04538,2147,2125,6,16,0
ZCTA5 04539,1255,1130,20,0,72
ZCTA5 04541,62,62,0,0,0
ZCTA5 04543,2241,2188,0,36,0
ZCTA5 04544,700,700,0,0,0
ZCTA5 04547,1135,1110,0,0,21
ZCTA5 04548,826,819,0,6,0
ZCTA5 04551,824,794,4,0,3
ZCTA5 04553,1728,1682,6,19,8
ZCTA5 04554,645,597,0,0,0
ZCTA5 04555,1551,1485,5,0,19
ZCTA5 04556,1088,1001,21,16,11
ZCTA5 04558,291,291,0,0,0
ZCTA5 04562,2392,2355,26,3,4
ZCTA5 04563,1291,1276,0,1,14
ZCTA5 04564,510,510,0,0,0
ZCTA5 04568,528,528,0,0,0
ZCTA5 04570,0,0,0,0,0
ZCTA5 04571,404,404,0,0,0
ZCTA5 04572,5082,5043,0,0,15
ZCTA5 04573,448,448,0,0,0
ZCTA5 04574,1483,1332,29,5,16
ZCTA5 04575,134,134,0,0,0
ZCTA5 04576,509,495,0,14,0
ZCTA5 04578,4539,4346,0,30,8
ZCTA5 04579,3073,2971,38,0,17
ZCTA5 04605,12564,12087,48,121,136
ZCTA5 04606,1164,1077,16,0,31
ZCTA5 04607,1049,968,0,0,13
ZCTA5 04609,5038,4806,1,166,0
ZCTA5 04611,507,497,0,0,9
ZCTA5 04612,688,650,0,0,0
ZCTA5 04613,175,175,0,0,0
ZCTA5 04614,2552,2503,3,14,0
ZCTA5 04616,967,900,31,1,25
ZCTA5 04617,921,921,0,0,0
ZCTA5 04619,3167,3043,6,43,22
ZCTA5 04622,1322,1280,0,0,11
ZCTA5 04623,1019,984,0,2,33
ZCTA5 04624,170,170,0,0,0
ZCTA5 04625,52,52,0,0,0
ZCTA5 04626,603,588,5,0,7
ZCTA5 04627,1738,1706,0,9,0
ZCTA5 04628,677,667,0,0,5
ZCTA5 04629,109,100,0,9,0
ZCTA5 04630,1310,1250,1,4,15
ZCTA5 04631,1406,1257,8,3,1
ZCTA5 04634,2031,1901,0,14,6
ZCTA5 04635,57,57,0,0,0
ZCTA5 04637,153,153,0,0,0
ZCTA5 04640,2036,1929,1,14,56
ZCTA5 04642,81,81,0,0,0
ZCTA5 04643,1079,1031,0,1,37
ZCTA5 04644,176,176,0,0,0
ZCTA5 04645,78,65,0,0,13
ZCTA5 04646,59,51,0,0,0
ZCTA5 04648,584,568,0,2,8
ZCTA5 04649,1362,1325,8,4,23
